,english word,e_score,turkish word,score
1189,cherishers,1.9,karşısına çıkmak,-0.7
1190,cherishes,2.2,yüzleşme,-1.3
1191,cherishing,2.0,çatışmacı,-1.6
1192,chic,1.1,confrontationist,-1.0
1193,childish,-1.2,confrontationists,-1.2
1194,chilling,-0.1,karşı karşıya,-0.8
1195,choke,-2.5,yüzleşmek,-0.3
1196,choked,-2.1,confronters,-1.3
1197,chokes,-2.0,yüzleşmeler,-0.6
1198,choking,-2.0,Confronts,-0.9
1199,chuckle,1.7,Şaşkın,-1.3
1200,chuckled,1.2,allak bullak,-0.6
1201,chucklehead,-1.9,confusedness,-1.5
1202,chuckleheaded,-1.3,karıştırır,-1.3
1203,chuckleheads,-1.1,kafa karıştırıcı,-0.9
1204,chuckler,0.8,karıştırılabilecek,-1.4
1205,chucklers,1.2,"bilinç bulanıklığı, konfüzyon",-1.2
1206,chuckles,1.1,konfüzyonel,-1.2
1207,chucklesome,1.1,karışıklıklar,-0.9
1208,chuckling,1.4,tebrikler,2.4
1209,chucklingly,1.2,tebrik,2.9
1210,clarifies,0.9,Tebrikler,2.9
1211,clarity,1.7,razı olmak,0.9
1212,classy,1.9,izinler,1.0
1213,clean,1.7,düşünülen,1.9
1214,cleaner,0.7,teselli isteyen,1.1
1215,clear,1.6,komplo,-2.4
1216,cleared,0.4,zoraki,-0.4
1217,clearly,1.7,bulaşma,-2.0
1218,clears,0.3,bulaşıcı hastalıkların,-1.5
1219,clever,2.0,bulaşıcı,-1.4
1220,cleverer,2.0,aşağılama,-1.1
1221,cleverest,2.6,contemptibilities,-2.0
1222,cleverish,1.0,adilik,-0.9
1223,cleverly,2.3,aşağılık,-1.6
1224,cleverness,2.3,contemptibleness,-1.9
1225,clevernesses,1.4,contemptibly,-1.4
1226,clouded,-0.2,contempts,-1.0
1227,clueless,-1.5,aşağılayıcı,-2.2
1228,cock,-0.6,aşağılayarak,-2.4
1229,cocksucker,-3.1,uğraşmak,0.2
1230,cocksuckers,-2.6,yarışmacı,0.5
1231,cocky,-0.5,hoşnut,1.4
1232,coerced,-1.5,contentedly,1.9
1233,collapse,-2.2,hoşnutluk,1.5
1234,collapsed,-1.1,çekişmeli,-1.2
1235,collapses,-1.2,kuşkulu,0.6
1236,collapsing,-1.2,çelişmek,-1.3
1237,collide,-0.3,contradictable,-1.0
1238,collides,-1.1,zıtlık göstermektedir,-1.3
1239,colliding,-0.5,çelişen,-1.3
1240,collision,-1.5,çelişki,-1.0
1241,collisions,-1.1,çelişkiler,-1.3
1242,colluding,-1.2,çelişkili,-1.4
1243,combat,-1.4,karşı taraf,-1.0
1244,combats,-0.8,contradictories,-0.5
1245,comedian,1.6,çelişkili biçimde,-0.9
1246,comedians,1.2,muhalefetçilik,-1.4
1247,comedic,1.7,contradictors,-1.6
1248,comedically,2.1,yalanlamaktadır,-1.4
1249,comedienne,0.6,kontrollü,-0.8
1250,comediennes,1.6,tartışmalı,-1.1
1251,comedies,1.7,ikna etmek,1.0
1252,comedo,0.3,ikna,0.7
1253,comedones,-0.8,Convincer,0.6
1254,comedown,-0.8,convincers,0.3
1255,comedowns,-0.9,inandırıcı,1.7
1256,comedy,1.5,inandırıcı bir şekilde,1.6
1257,comfort,1.5,inandıncılığı,0.7
1258,comfortable,2.3,kullanıcı dostu,1.2
1259,rahat,2.3,köşeye,-1.1
1260,comfortableness,1.3,ceset,-2.7
1261,comfortably,1.8,pahalı,-0.4
1262,comforted,1.8,cesurluk,2.1
1263,comforter,1.9,nazik,0.8
1264,comforters,1.2,nezaket,1.5
1265,comforting,1.7,Örtmek,-1.2
1266,comfortingly,1.7,Ödlek,-2.0
1267,comfortless,-1.8,korkakça,-1.6
1268,comforts,2.1,coziness,1.5
1269,commend,1.9,kramp,-0.8
1270,commended,1.9,bok,-1.6
1271,commit,1.2,berbat,-2.6
1272,commitment,1.6,çılgınlığı,-0.6
1273,commitments,0.5,çılgın,-1.4
1274,commits,0.1,crazes,0.2
1275,committed,1.1,Delice,-1.5
1276,committing,0.3,delilik,-1.6
1277,compassion,2.0,crazinesses,-1.0
1278,compassionate,2.2,İnce çatlaklar,-0.5
1279,compassionated,1.6,crazyweed,0.8
1280,compassionately,1.7,oluşturmak,1.1
1281,compassionateness,0.9,oluşturulan,1.0
1282,compassionates,1.6,yaratır,1.1
1283,compassionating,1.6,kreatin,0.2
1284,compassionless,-2.6,oluşturma,1.1
1285,compelled,0.2,kreatinin,0.4
1286,compelling,0.9,yaratılışçılık,0.7
1287,competent,1.3,creationisms,1.1
1288,competitive,0.7,yaratılışçı,0.8
1289,complacent,-0.3,yaratılışçılar,0.5
1290,complain,-1.5,kreasyonları,1.6
1291,complainant,-0.7,yaratıcı,1.5
1292,complainants,-1.1,yaratıcılık,1.6
1293,complained,-1.7,yaratıcılıkları,1.7
1294,complainer,-1.8,kredi,1.5
1295,complainers,-1.3,creditabilities,1.4
1296,complaining,-0.8,kredibilite,1.9
1297,complainingly,-1.7,beğenilen,1.8
1298,complains,-1.6,creditableness,1.2
1299,complaint,-1.2,creditably,1.7
1300,complaints,-1.7,yatırıldı,1.5
1301,compliment,2.1,kredilendirme,0.6
1302,complimentarily,1.7,alacaklı,-0.1
1303,complimentary,1.9,kredi değerliliği,1.9
1304,complimented,1.8,kredi verilmeye,2.4
1305,complimenting,2.3,üzgün,-2.5
1306,compliments,1.7,ağladım,-1.6
1307,comprehensive,1.0,çığlıkları,-1.7
1308,conciliate,1.0,suç,-2.5
1309,conciliated,1.1,adli,-2.4
1310,conciliates,1.1,suçlular,-2.7
1311,conciliating,1.3,kriz,-3.1
1312,condemn,-1.6,eleştirmen,-1.1
1313,condemnation,-2.8,kritik,-1.3
1314,condemned,-1.9,eleştirmek,-1.6
1315,condemns,-2.3,eleştirdi,-1.5
1316,confidence,2.3,eleştiren,-1.4
1317,confident,2.2,eleştirme,-1.5
1318,confidently,2.1,eleştiri,-1.9
1319,conflict,-1.3,eleştiriler,-0.9
1320,conflicting,-1.7,criticizable,-1.0
1321,conflictive,-1.8,criticizer,-1.5
1322,conflicts,-1.6,eleştirmenlerinin,-1.6
1323,confront,-0.7,eleştirmenler,-1.2
1324,confrontation,-1.3,ham,-2.7
1325,confrontational,-1.6,kabaca,-1.2
1326,confrontationist,-1.0,hamlık,-2.0
1327,confrontationists,-1.2,crudenesses,-2.0
1328,confrontations,-1.5,daha kaba,-2.0
1329,confronted,-0.8,Ham ürünler,-1.1
1330,confronter,-0.3,en kaba,-2.4
1331,confronters,-1.3,zalimce,-2.8
1332,confronting,-0.6,cruelness,-2.9
1333,confronts,-0.9,mezalimi,-2.3
1334,confuse,-0.9,acımasızlık,-2.9
1335,confused,-1.3,ezme,-1.5
1336,confusedly,-0.6,ezilmiş,-1.8
1337,confusedness,-1.5,ezer,-1.9
1338,confuses,-1.3,Ağla,-2.1
1339,confusing,-0.9,ağlayan,-2.1
1340,confusingly,-1.4,am,-2.2
1341,confusion,-1.2,amcıklar,-2.9
1342,confusional,-1.2,Meraklı,1.3
1343,confusions,-0.9,küfür,-2.5
1344,congrats,2.4,kesmek,-1.1
1345,congratulate,2.2,Şirin,2.0
1346,congratulation,2.9,kurnazca,1.3
1347,congratulations,2.9,zekâ,2.3
1348,consent,0.9,cutenesses,1.9
1349,consents,1.0,şirin,2.1
1350,considerate,1.9,cutes,1.8
1351,consolable,1.1,cutesie,1.0
1352,conspiracy,-2.4,cutesier,1.5
1353,constrained,-0.4,cutesiest,2.2
1354,contagion,-2.0,cutey,2.1
1355,contagions,-1.5,cuteys,1.5
1356,contagious,-1.4,Kutu,1.5
1357,contempt,-2.8,sevimli pasta,2.0
1358,contemptibilities,-2.0,cuties,2.2
1359,contemptibility,-0.9,keser,-1.2
1360,contemptible,-1.6,kesim,-0.5
1361,contemptibleness,-1.9,kinik,-1.4
1362,contemptibly,-1.4,alaycı,-1.6
1363,contempts,-1.0,sinik,-1.3
1364,contemptuous,-2.2,alaycılık,-1.7
1365,contemptuously,-2.4,cynicisms,-1.7
1366,contemptuousness,-1.1,alaycılar,-0.3
1367,contend,0.2,hasar,-2.2
1368,contender,0.5,hasarlı,-1.9
1369,contented,1.4,damager,-1.9
1370,contentedly,1.9,damagers,-2.0
1371,contentedness,1.4,tazminat,-1.9
1372,contentious,-1.2,zarar,-2.3
1373,contentment,1.5,tahripkâr,-2.0
1374,contestable,0.6,Lanet olsun,-1.7
1375,contradict,-1.3,lanetli,-1.6
1376,contradictable,-1.0,damnableness,-1.8
1377,contradicted,-1.3,damnably,-1.7
1378,contradicting,-1.3,lanet,-2.6
1379,contradiction,-1.0,damnations,-1.4
1380,contradictions,-1.3,damnatory,-2.6
1381,contradictious,-1.9,En saçma,-0.5
1382,contradictor,-1.0,damnified,-2.8
1383,contradictories,-0.5,damnifies,-1.8
1384,contradictorily,-0.9,damnify,-2.2
1385,contradictoriness,-1.4,damnifying,-2.4
1386,contradictors,-1.6,ezici,-1.4
1387,contradictory,-1.4,damningly,-2.0
1388,contradicts,-1.4,lanet olsun,-2.4
1389,controversial,-0.8,damns,-2.2
1390,controversially,-1.1,Tehlike,-2.4
1391,convince,1.0,dangered,-2.4
1392,convinced,1.7,dangering,-2.5
1393,convincer,0.6,tehlikeli,-2.0
1394,convincers,0.3,tehlikelilik,-2.0
1395,convinces,0.7,tehlikeleri,-2.2
1396,convincing,1.7,gözüpek,0.5
1397,convincingly,1.6,daringness,1.4
1398,convincingness,0.7,Darings,0.4
1399,convivial,1.2,En karanlık,-2.2
1400,cool,1.3,karanlık,-1.0
1401,cornered,-1.1,sevgilim,2.8
1402,corpse,-2.7,darlingly,1.6
1403,costly,-0.4,darlingness,2.3
1404,courage,2.2,canlarım,1.9
1405,courageous,2.4,yılmaz,2.3
1406,courageously,2.3,sersemlemiş,-0.7
1407,courageousness,2.1,sersemce,-0.4
1408,courteous,2.3,dazedness,-0.5
1409,courtesy,1.5,dazes,-0.3
1410,cover-up,-1.2,ölü,-3.3
1411,coward,-2.0,çıkmaz,-1.4
1412,cowardly,-1.6,sağır eden,-1.2
1413,coziness,1.5,Sayın,1.6
1414,cramp,-0.8,dearer,1.9
1415,crap,-1.6,gözbebeği,2.6
1416,crappy,-2.6,en sevilen,2.2
1417,crash,-1.7,dearies,1.0
1418,craze,-0.6,pahalıya,1.8
1419,crazed,-0.5,pahalılık,2.0
1420,crazes,0.2,eksiklik,-2.3
1421,crazier,-0.1,dearths,-0.9
1422,craziest,-0.2,sevgili,1.9
1423,crazily,-1.5,ölüm,-2.9
1424,craziness,-1.6,borç,-1.5
1425,crazinesses,-1.0,çürüme,-1.7
1426,crazing,-0.5,çürümüş,-1.6
1427,crazy,-1.4,decayer,-1.6
1428,crazyweed,0.8,decayers,-1.6
1429,create,1.1,çürüyen,-1.7
1430,created,1.0,bozunumlarındaki,-1.7
1431,creates,1.1,aldatma,-1.9
1432,creatin,0.1,hilekâr,-1.9
1433,creatine,0.2,aldatmak,-1.7
1434,creating,1.2,aldatılmış,-1.9
1435,creatinine,0.4,deceives,-1.6
1436,creation,1.1,aldatan,-1.4
1437,creationism,0.7,belirleyici,0.9
1438,creationisms,1.1,adanmış,2.0
1439,creationist,0.8,yenilgi,-2.0
1440,creationists,0.5,mağlup,-2.1
1441,creations,1.6,bozguna,-1.4
1442,creative,1.9,Defeaters,-0.9
1443,creatively,1.5,yenerek,-1.6
1444,creativeness,1.8,bozgunculuk,-1.3
1445,creativities,1.7,bozguncu,-1.7
1446,creativity,1.6,Bozguncular,-2.1
1447,credit,1.6,yenilgiler,-1.3
1448,creditabilities,1.4,Defeature,-1.9
1449,creditability,1.9,defeatures,-1.5
1450,creditable,1.8,kusur,-1.4
1451,creditableness,1.2,defektli,-1.7
1452,creditably,1.7,defecting,-1.8
1453,credited,1.5,iltica,-1.4
1454,crediting,0.6,ayrılmalar,-1.5
1455,creditor,-0.1,arızalı,-1.9
1456,credits,1.5,kusurlu,-2.1
1457,creditworthiness,1.9,özürlülük,-1.8
1458,creditworthy,2.4,Problemliler,-1.8
1459,crestfallen,-2.5,ilticacı,-1.9
1460,cried,-1.6,dönekleri,-1.3
1461,cries,-1.7,kusurlar,-1.7
1462,crime,-2.5,savunma,-0.3
1463,criminal,-2.4,defans,0.1
1464,criminals,-2.7,defensemen,-0.4
1465,crisis,-3.1,savunmaları,0.7
1466,critic,-1.1,savunma oyuncusu,0.4
1467,critical,-1.3,savunucuları,0.3
1468,criticise,-1.9,savunmasız,-1.4
1469,criticised,-1.8,savunmas,-1.1
1470,criticises,-1.3,Savunmasızlığınıza,-1.3
1471,criticising,-1.7,savunulabilirliği,0.4
1472,criticism,-1.9,savunulabilir,0.1
1473,criticisms,-0.9,savunmaya,-0.6
1474,criticizable,-1.0,savunuculuğa,-0.4
1475,criticize,-1.6,erteleme,-1.2
1476,criticized,-1.5,ertelenmesi,-0.7
1477,criticizer,-1.5,meydan okuyan,-0.9
1478,criticizers,-1.6,kesin,1.1
1479,criticizes,-1.4,parçalanabilir,-1.0
1480,criticizing,-1.5,bozulma,-2.4
1481,critics,-1.2,degradasyonlar,-1.5
1482,crude,-2.7,mikroorganizmaya bağlı,-2.0
1483,crudely,-1.2,küçük görmek,-1.9
1484,crudeness,-2.0,bozulmuş,-1.8
1485,crudenesses,-2.0,indirgeyicinin,-2.0
1486,cruder,-2.0,degraders,-2.0
1487,crudes,-1.1,alçaltır,-2.1
1488,crudest,-2.4,alçaltıcı,-2.8
1489,cruel,-2.8,degradingly,-2.7
1490,crueler,-2.3,kişiliksizleştirmek,-1.8
1491,cruelest,-2.6,insansızlastırılıp,-1.9
1492,crueller,-2.4,dehumanizes,-1.5
1493,cruellest,-2.9,insansızlaştıran,-2.4
1494,cruelly,-2.8,keyifsizlik,-2.2
1495,cruelness,-2.9,keyifsiz,-2.2
1496,cruelties,-2.3,dejecting,-2.3
1497,cruelty,-2.9,dejects,-2.0
1498,crush,-0.6,gecikme,-1.3
1499,crushed,-1.8,gecikmiş,-0.9
1500,crushes,-1.9,nefis,2.7
1501,crushing,-1.5,sakızdan,1.4
1502,cry,-2.1,delectably,2.8
1503,crying,-2.1,narin,0.2
1504,cunt,-2.2,incelikle,1.0
1505,cunts,-2.9,narin çamaşırlar,0.6
1506,curious,1.3,Şarküteri,0.4
1507,curse,-2.5,şarküteriler,0.4
1508,cut,-1.1,lezzetli,2.7
1509,cute,2.0,hoşça,1.9
1510,cutely,1.3,lezzet,1.8
1511,cuteness,2.3,lokum,2.9
1512,cutenesses,1.9,memnun olmak,2.3
1513,cuter,2.3,delightedly,2.4
1514,cutes,1.8,delightedness,2.1
1515,cutesie,1.0,delighter,2.0
1516,cutesier,1.5,delighters,2.6
1517,cutesiest,2.2,mutluluğunu,2.1
1518,cutest,2.8,sevindirici,1.6
1519,cutesy,2.1,lezzetleri,2.0
1520,cutey,2.1,zevk verici,2.3
1521,cuteys,1.5,talep,-0.9
1522,cutie,1.5,zahmetli,-0.9
1523,cutiepie,2.0,gösteri,0.4
1524,cuties,2.2,demoralize,-1.6
1525,cuts,-1.2,inkar,-1.4
1526,cutting,-0.5,deniye,-1.5
1527,cynic,-1.4,inkarcıların,-1.1
1528,cynical,-1.6,yalanladı,-1.8
1529,cynically,-1.3,Denounce,-1.4
1530,cynicism,-1.7,Lanetler,-1.9
1531,cynicisms,-1.7,reddetmek,-1.4
1532,cynics,-0.3,bunalıma girmek,-2.2
1533,damage,-2.2,depresanlar,-1.6
1534,damaged,-1.9,bunalımlı,-2.3
1535,damager,-1.9,karartıyor,-2.2
1536,damagers,-2.0,basılabilir,-1.7
1537,damages,-1.9,iç karartıcı,-1.6
1538,damaging,-2.3,üzerek,-2.3
1539,damagingly,-2.0,depresyon,-2.7
1540,damn,-1.7,depresyonlar,-2.2
1541,damnable,-1.7,depresif,-1.6
1542,damnableness,-1.8,depressively,-2.1
1543,damnably,-1.7,depresifler,-1.5
1544,damnation,-2.6,basacağı,-1.8
1545,damnations,-1.4,depressors,-1.7
1546,damnatory,-2.6,basınç,-0.3
1547,damned,-1.6,depressurizations,-0.4
1548,damnedest,-0.5,basıncı boşaltın,-0.5
1549,damnified,-2.8,basınçsız,-0.3
1550,damnifies,-1.8,basınç gideren,-0.7
1551,damnify,-2.2,mahrumiyet,-2.1
1552,damnifying,-2.4,deprivals,-1.2
1553,damning,-1.4,yoksunluk,-1.8
1554,damningly,-2.0,yoksunluklar,-1.8
1555,damnit,-2.4,mahrum,-2.0
1556,damns,-2.2,depriver,-1.6
1557,danger,-2.4,deprivers,-1.4
1558,dangered,-2.4,derail,-1.2
1559,dangering,-2.5,raydan,-1.4
1560,dangerous,-2.1,raydan çıktı,-1.3
1561,dangerously,-2.0,deride,-1.1
1562,dangerousness,-2.0,alay,-1.2
1563,dangers,-2.2,tezyif,-1.5
1564,daredevil,0.5,arzu etmek,1.7
1565,daring,1.5,İstenilen,1.1
1566,daringly,2.1,arzulu,1.3
1567,daringness,1.4,umutsuzluk,-2.0
1568,darings,0.4,umutsuzluğa,-2.7
1569,darkest,-2.2,despairer,-1.3
1570,darkness,-1.0,despairers,-1.3
1571,darling,2.8,umutsuz,-2.1
1572,darlingly,1.6,çaresizce,-2.2
1573,darlingness,2.3,umutsuzluklar,-2.7
1574,darlings,2.2,umutsuzca,-1.6
1575,dauntless,2.3,ümitsizliğini,-1.5
1576,daze,-0.7,çaresizlikleri,-2.2
1577,dazed,-0.7,tiksinmek,-1.8
1578,dazedly,-0.4,despised,-1.7
1579,dazedness,-0.5,despisement,-2.4
1580,dazes,-0.3,despisements,-2.5
1581,dead,-3.3,aşağılayanlar,-1.6
1582,deadlock,-1.4,küçümsüyor,-2.0
1583,deafening,-1.2,hor görme,-2.7
1584,dear,1.6,yıkmak,-2.5
1585,dearer,1.9,yerlebir edilmiş,-2.2
1586,dearest,2.6,yok edici,-2.5
1587,dearie,2.2,destroyer,-2.3
1588,dearies,1.0,tahrip,-1.9
1589,dearly,1.8,bunları tahrip,-2.6
1590,dearness,2.0,kendi kendini imha etmek,-2.4
1591,dears,1.9,destructibility,-1.8
1592,dearth,-2.3,yok edilebilir,-1.5
1593,dearths,-0.9,imha,-2.7
1594,deary,1.9,destructionist,-2.6
1595,death,-2.9,,
1596,debonair,0.8,,
1597,debt,-1.5,,
1598,decay,-1.7,,
1599,decayed,-1.6,,
1600,decayer,-1.6,,
1601,decayers,-1.6,,
1602,decaying,-1.7,,
1603,decays,-1.7,,
1604,deceit,-2.0,,
1605,deceitful,-1.9,,
1606,deceive,-1.7,,
1607,deceived,-1.9,,
1608,deceives,-1.6,,
1609,deceiving,-1.4,,
1610,deception,-1.9,,
1611,decisive,0.9,,
1612,dedicated,2.0,,
1613,defeat,-2.0,,
1614,defeated,-2.1,,
1615,defeater,-1.4,,
1616,defeaters,-0.9,,
1617,defeating,-1.6,,
1618,defeatism,-1.3,,
1619,defeatist,-1.7,,
1620,defeatists,-2.1,,
1621,defeats,-1.3,,
1622,defeature,-1.9,,
1623,defeatures,-1.5,,
1624,defect,-1.4,,
1625,defected,-1.7,,
1626,defecting,-1.8,,
1627,defection,-1.4,,
1628,defections,-1.5,,
1629,defective,-1.9,,
1630,defectively,-2.1,,
1631,defectiveness,-1.8,,
1632,defectives,-1.8,,
1633,defector,-1.9,,
1634,defectors,-1.3,,
1635,defects,-1.7,,
1636,defence,0.4,,
1637,defenceman,0.4,,
1638,defencemen,0.6,,
1639,defences,-0.2,,
1640,defender,0.4,,
1641,defenders,0.3,,
1642,defense,0.5,,
1643,defenseless,-1.4,,
1644,defenselessly,-1.1,,
1645,defenselessness,-1.3,,
1646,defenseman,0.1,,
1647,defensemen,-0.4,,
1648,defenses,0.7,,
1649,defensibility,0.4,,
1650,defensible,0.8,,
1651,defensibly,0.1,,
1652,defensive,0.1,,
1653,defensively,-0.6,,
1654,defensiveness,-0.4,,
1655,defensives,-0.3,,
1656,defer,-1.2,,
1657,deferring,-0.7,,
1658,defiant,-0.9,,
1659,deficit,-1.7,,
1660,definite,1.1,,
1661,definitely,1.7,,
1662,degradable,-1.0,,
1663,degradation,-2.4,,
1664,degradations,-1.5,,
1665,degradative,-2.0,,
1666,degrade,-1.9,,
1667,degraded,-1.8,,
1668,degrader,-2.0,,
1669,degraders,-2.0,,
1670,degrades,-2.1,,
1671,degrading,-2.8,,
1672,degradingly,-2.7,,
1673,dehumanize,-1.8,,
1674,dehumanized,-1.9,,
1675,dehumanizes,-1.5,,
1676,dehumanizing,-2.4,,
1677,deject,-2.2,,
1678,dejected,-2.2,,
1679,dejecting,-2.3,,
1680,dejects,-2.0,,
1681,delay,-1.3,,
1682,delayed,-0.9,,
1683,delectable,2.9,,
1684,delectables,1.4,,
1685,delectably,2.8,,
1686,delicate,0.2,,
1687,delicately,1.0,,
1688,delicates,0.6,,
1689,delicatessen,0.4,,
1690,delicatessens,0.4,,
1691,delicious,2.7,,
1692,deliciously,1.9,,
1693,deliciousness,1.8,,
1694,delight,2.9,,
1695,delighted,2.3,,
1696,delightedly,2.4,,
1697,delightedness,2.1,,
1698,delighter,2.0,,
1699,delighters,2.6,,
1700,delightful,2.8,,
1701,delightfully,2.7,,
1702,delightfulness,2.1,,
1703,delighting,1.6,,
1704,delights,2.0,,
1705,delightsome,2.3,,
1706,demand,-0.5,,
1707,demanded,-0.9,,
1708,demanding,-0.9,,
1709,demonstration,0.4,,
1710,demoralized,-1.6,,
1711,denied,-1.9,,
1712,denier,-1.5,,
1713,deniers,-1.1,,
1714,denies,-1.8,,
1715,denounce,-1.4,,
1716,denounces,-1.9,,
1717,deny,-1.4,,
1718,denying,-1.4,,
1719,depress,-2.2,,
1720,depressant,-1.6,,
1721,depressants,-1.6,,
1722,depressed,-2.3,,
1723,depresses,-2.2,,
1724,depressible,-1.7,,
1725,depressing,-1.6,,
1726,depressingly,-2.3,,
1727,depression,-2.7,,
1728,depressions,-2.2,,
1729,depressive,-1.6,,
1730,depressively,-2.1,,
1731,depressives,-1.5,,
1732,depressor,-1.8,,
1733,depressors,-1.7,,
1734,depressurization,-0.3,,
1735,depressurizations,-0.4,,
1736,depressurize,-0.5,,
1737,depressurized,-0.3,,
1738,depressurizes,-0.3,,
1739,depressurizing,-0.7,,
1740,deprival,-2.1,,
1741,deprivals,-1.2,,
1742,deprivation,-1.8,,
1743,deprivations,-1.8,,
1744,deprive,-2.1,,
1745,deprived,-2.1,,
1746,depriver,-1.6,,
1747,deprivers,-1.4,,
1748,deprives,-1.7,,
1749,depriving,-2.0,,
1750,derail,-1.2,,
1751,derailed,-1.4,,
1752,derails,-1.3,,
1753,deride,-1.1,,
1754,derided,-0.8,,
1755,derides,-1.0,,
1756,deriding,-1.5,,
1757,derision,-1.2,,
1758,desirable,1.3,,
1759,desire,1.7,,
1760,desired,1.1,,
1761,desirous,1.3,,
1762,despair,-1.3,,
1763,despaired,-2.7,,
1764,despairer,-1.3,,
1765,despairers,-1.3,,
1766,despairing,-2.3,,
1767,despairingly,-2.2,,
1768,despairs,-2.7,,
1769,desperate,-1.3,,
1770,desperately,-1.6,,
1771,desperateness,-1.5,,
1772,desperation,-2.0,,
1773,desperations,-2.2,,
1774,despise,-1.4,,
1775,despised,-1.7,,
1776,despisement,-2.4,,
1777,despisements,-2.5,,
1778,despiser,-1.8,,
1779,despisers,-1.6,,
1780,despises,-2.0,,
1781,despising,-2.7,,
1782,despondent,-2.1,,
1783,destroy,-2.5,,
1784,destroyed,-2.2,,
1785,destroyer,-2.0,,
1786,destroyers,-2.3,,
1787,destroying,-2.6,,
1788,destroys,-2.6,,
1789,destruct,-2.4,,
1790,destructed,-1.9,,
1791,destructibility,-1.8,,
1792,destructible,-1.5,,
1793,destructing,-2.5,,
1794,destruction,-2.7,,
1795,destructionist,-2.6,,
